Trip_Distance_km,Time_of_Day,Day_of_Week,Passenger_Count,Traffic_Conditions,Weather,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Trip_Price
26.63,2,2,2.0,3,1,2.52,1.21,0.34,57.22,57.1264
43.98,1,2,1.0,1,1,3.14,1.21,0.14,89.47,34.4316
43.98,3,2,4.0,1,1,4.53,1.21,0.32,47.22,72.8562
20.23,2,2,1.0,1,1,3.93,1.42,0.38,7.17,35.3812
41.01,1,2,1.0,2,1,3.95,1.8,0.42,16.56,84.7232
22.52,2,2,2.0,2,1,4.6,1.49,0.35,62.07,40.56649999999999
19.47,3,1,2.0,1,1,4.68,1.15,0.16,84.35,40.56649999999999
23.67,3,1,1.0,2,3,4.76,1.73,0.38,43.49,62.235299999999995
15.77,3,1,3.0,1,1,2.28,1.86,0.37,85.34,63.0548
37.63,3,1,4.0,2,1,3.63,0.68,0.11,85.34,38.6058
25.63,1,1,3.0,2,2,4.22,1.3,0.26,85.95,59.886
12.38,2,1,2.0,2,2,4.27,0.93,0.23,61.64,29.9606
45.08,2,2,2.0,3,1,3.82,0.57,0.19,110.21,70.29329999999999
19.81,1,1,3.0,1,2,2.5,1.5,0.19,61.26,43.8544
101.0397035425727,3,1,1.0,1,2,4.39,1.79,0.47,56.78,283.6452005933156
45.42,3,2,3.0,2,1,4.16,0.74,0.47,27.93,50.89789999999999
31.59,1,1,3.0,3,1,2.26,1.72,0.42,40.38,73.5544
6.73,2,1,4.0,1,1,3.39,1.78,0.47,9.87,20.0083
47.05,1,1,4.0,1,3,2.52,1.87,0.49,77.86,128.6549
31.76,1,1,3.0,1,1,3.01,0.9,0.1,33.58,34.952
17.41,1,1,2.0,2,1,2.05,1.86,0.27,39.98,36.1464
7.82,4,2,2.0,1,2,3.2,0.98,0.27,93.64,36.1464
39.91,3,1,4.0,2,1,3.65,1.33,0.44,42.63,75.4875
31.38,4,1,4.0,3,1,3.86,0.58,0.2,32.85,28.6304
27.14,2,2,2.0,2,1,3.99,0.57,0.49,24.44,31.4354
44.8,1,2,1.0,1,1,4.51,1.58,0.35,94.11,108.2325
39.64,2,1,4.0,2,2,2.65,1.17,0.42,19.92,57.3952
8.43,2,1,4.0,1,1,2.36,0.88,0.13,57.18,28.164300000000004
16.27,3,1,1.0,3,2,4.55,0.79,0.17,84.05,28.164300000000004
13.18,1,1,4.0,2,1,2.47,1.5,0.4,84.05,55.86
37.45,2,1,4.0,1,1,4.92,0.5,0.11,77.83,32.2063
2.64,1,1,1.0,2,3,4.53,1.71,0.43,98.23,51.2833
28.92,2,2,1.0,2,1,3.5,0.62,0.11,10.15,22.5469
38.36,3,1,3.0,2,1,4.94,0.79,0.36,39.09,49.3168
43.96,2,1,2.0,1,1,2.29,1.08,0.25,37.22,59.0718
17.76,2,1,2.0,3,2,2.91,1.03,0.34,21.79,32.1634
41.24,2,1,1.0,3,1,3.91,1.03,0.38,38.26,60.92600000000001
42.48,2,1,1.0,2,1,3.05,0.98,0.24,65.02,19.0904
42.48,3,1,4.0,3,1,4.79,1.95,0.14,65.02,96.7288
7.25,4,2,3.0,1,1,2.2,1.46,0.13,81.33,23.3579
20.47,4,1,3.0,2,2,3.65,1.15,0.34,48.83,31.306
8.35,3,1,1.0,2,1,3.77,1.15,0.31,87.74,77.0499
8.35,2,1,4.0,2,1,3.96,1.81,0.4,43.66,36.537499999999994
12.23,2,1,4.0,2,1,2.77,0.95,0.3,38.38,25.9025
36.39,2,1,2.0,1,2,3.09,0.64,0.27,67.24,44.5344
36.28,3,1,2.0,1,2,4.53,1.64,0.11,7.73,66.039
32.42,3,1,4.0,1,1,2.58,1.41,0.11,14.18,49.852
35.0,1,1,2.0,1,3,4.48,1.36,0.23,53.07,64.2861
27.59,4,2,1.0,2,1,3.69,0.58,0.49,113.43,75.27289999999999
13.34,2,2,4.0,1,2,4.29,0.71,0.45,87.97,53.3479
17.94,2,2,2.0,1,2,4.14,1.43,0.34,15.13,33.2741
9.9,2,2,3.0,2,1,2.62,0.81,0.34,102.33,45.4312
45.51,3,1,4.0,2,2,3.71,1.26,0.44,89.21,100.305
29.59,2,2,4.0,3,3,4.6,1.32,0.28,75.26,64.73160000000001
20.64,2,2,3.0,2,1,3.3,0.93,0.11,99.33,33.4215
23.64,1,2,1.0,1,1,4.9,1.92,0.13,51.47,95.9602
47.42,2,2,3.0,3,2,3.36,1.58,0.3,30.47,95.9602
8.51,1,2,4.0,2,1,2.43,1.58,0.49,63.88,47.177
29.73,3,2,1.0,1,1,3.17,0.66,0.38,68.12,47.488200000000006
25.79,2,1,2.0,2,1,4.86,0.66,0.13,66.91,30.5797
30.96,2,1,2.0,3,1,2.96,1.24,0.18,69.98,53.9468
1.89,1,1,2.0,1,1,4.6,0.74,0.41,114.1,52.77959999999999
43.73,1,1,4.0,1,1,4.64,1.97,0.44,108.76,138.6425
108.14699381139414,3,1,1.0,1,1,3.05,0.74,0.35,105.71,74.58429999999998
108.14699381139414,1,1,1.0,1,1,2.25,1.05,0.36,97.16,239.17140732641303
35.14,1,2,2.0,2,1,4.17,1.05,0.11,113.49,53.550900000000006
46.2,1,2,1.0,2,1,2.93,1.46,0.43,16.33,77.40390000000001
35.65,4,2,4.0,1,2,4.35,0.69,0.42,35.49,43.854299999999995
8.47,3,2,2.0,3,1,3.33,1.15,0.2,61.93,25.4565
29.24,2,2,4.0,2,2,3.46,0.91,0.38,63.09,68.9614
30.73,1,2,3.0,2,2,4.33,1.83,0.19,63.09,72.553
21.78,2,1,4.0,1,1,3.15,0.56,0.12,91.02,26.2692
37.09,3,2,4.0,1,1,3.33,1.87,0.18,34.03,76.46470000000001
46.78,2,2,3.0,2,1,3.13,1.75,0.17,34.03,90.7801
46.35,1,1,1.0,2,1,3.1,0.95,0.24,89.15,68.52850000000001
23.09,1,1,3.0,3,2,3.58,1.68,0.3,23.94,48.834999999999994
6.55,1,2,3.0,2,2,4.43,0.55,0.3,45.41,21.655499999999996
49.26,2,1,4.0,1,1,3.09,1.95,0.29,35.46,109.4304
42.11,3,1,1.0,3,1,3.57,1.29,0.21,45.23,67.3902
7.11,1,1,2.0,1,2,4.01,0.95,0.11,86.46,20.2751
43.62,1,1,3.0,3,3,2.81,1.04,0.34,68.86,66.85679999999999
43.62,1,1,3.0,3,1,2.83,0.6,0.26,68.86,46.90559999999999
26.42,4,2,3.0,1,1,4.8,1.98,0.22,16.49,60.7394
29.97,1,1,3.0,2,1,4.17,0.56,0.45,97.58,64.86420000000001
20.55,3,1,3.0,1,3,3.73,1.48,0.4,47.54,53.16
3.68,2,1,3.0,2,1,3.94,1.16,0.44,79.58,43.224
17.42,2,1,4.0,2,1,2.09,1.92,0.3,88.42,62.0624
40.34,1,2,1.0,2,1,3.85,0.87,0.15,29.11,43.31230000000001
1.23,1,1,1.0,2,1,3.53,1.3,0.38,106.74,45.6902
20.51,2,1,1.0,2,1,3.64,1.22,0.18,75.87,38.4514
20.51,3,1,3.0,2,3,3.08,1.55,0.28,54.3,50.07450000000001
27.33,2,1,4.0,3,1,2.24,0.6,0.13,25.97,22.0141
46.07,2,2,3.0,3,1,2.58,0.79,0.43,113.36,87.7201
17.97,1,2,3.0,1,1,4.85,0.82,0.15,91.83,33.359899999999996
18.0,4,1,1.0,1,1,3.23,1.61,0.46,28.92,45.513200000000005
37.14,3,1,3.0,1,1,3.4,0.78,0.45,43.84,52.0972
23.16,1,1,2.0,3,1,2.16,1.36,0.4,98.11,62.1095
23.17,4,1,3.0,1,1,2.11,0.82,0.4,85.0,45.9582
23.17,2,1,2.0,1,1,4.15,1.79,0.35,93.07,78.1988
7.9,2,1,3.0,2,1,3.61,1.91,0.42,55.74,42.1098
9.64,3,1,4.0,2,1,3.53,1.28,0.41,87.39,39.4645
25.42,3,1,4.0,1,3,2.73,1.03,0.41,49.45,49.1871
126.54762829842768,2,2,1.0,1,1,4.23,0.85,0.28,29.3,224.9146628555729
45.83,1,2,3.0,2,1,2.5,0.57,0.48,117.24,65.9479
18.76,2,1,2.0,3,1,2.57,0.9,0.29,117.24,53.453599999999994
29.45,4,2,3.0,1,2,3.38,1.48,0.29,40.72,68.2181
1.64,1,1,3.0,1,1,2.86,1.3,0.41,58.01,68.2181
1.64,2,1,2.0,2,2,2.74,1.92,0.43,82.51,41.3681
33.51,2,2,4.0,1,2,3.94,1.09,0.32,67.27,61.9923
9.72,2,2,2.0,3,1,3.95,1.54,0.17,101.99,36.2571
48.09,2,2,1.0,3,1,4.47,1.23,0.29,92.6,90.4747
8.28,4,1,4.0,2,3,3.25,1.27,0.49,11.7,19.4986
49.85,1,1,4.0,1,1,2.22,0.9,0.4,119.82,69.336
49.85,1,2,4.0,2,1,2.82,1.18,0.42,91.53,47.375
49.85,1,1,3.0,2,1,4.94,1.21,0.11,104.35,76.737
25.61,3,1,3.0,3,1,3.79,1.56,0.29,79.89,66.9097
30.17,2,1,4.0,2,1,4.13,1.91,0.36,103.47,99.0039
4.29,1,1,3.0,2,2,2.02,0.99,0.43,17.92,13.9727
37.75,3,1,2.0,2,3,3.55,0.56,0.12,44.99,30.0888
11.29,3,1,3.0,2,1,2.11,1.32,0.44,105.79,62.6572
45.0,3,2,3.0,3,1,3.71,1.32,0.32,28.19,72.13080000000001
11.05,4,1,4.0,2,1,4.76,0.75,0.18,14.0,15.5675
10.34,1,1,1.0,2,1,4.91,1.64,0.21,95.63,43.8625
2.79,3,1,1.0,1,3,3.62,1.98,0.21,101.08,30.371
24.13,2,1,1.0,2,3,3.37,1.92,0.31,23.71,57.049699999999994
28.68,3,1,2.0,2,2,4.84,1.81,0.12,103.25,40.174
4.22,3,1,3.0,1,1,4.02,1.81,0.16,83.98,25.095
39.0,3,2,1.0,1,1,2.19,1.56,0.43,64.81,90.8983
23.21,2,1,4.0,2,1,3.4,1.18,0.15,100.48,45.85979999999999
26.7,1,2,1.0,2,1,2.72,1.31,0.19,53.21,47.8069
22.6,2,1,1.0,2,1,3.41,1.77,0.28,27.31,51.058800000000005
20.64,4,1,3.0,1,1,3.37,1.22,0.31,37.76,40.2564
28.42,4,1,3.0,2,3,3.75,1.06,0.41,63.09,59.74210000000001
8.61,1,1,3.0,1,1,3.07,1.24,0.28,66.1,32.2544
9.91,1,2,2.0,2,1,2.49,0.78,0.42,97.64,57.075500000000005
43.23,1,1,2.0,1,2,3.51,0.78,0.35,96.01,70.8329
47.36,3,1,1.0,1,1,3.99,1.85,0.15,71.86,102.885
19.29,3,2,3.0,1,1,3.99,1.51,0.16,94.79,48.2843
14.27,1,2,1.0,1,1,4.81,1.45,0.27,27.05,28.7716
21.03,2,1,4.0,1,1,4.81,0.65,0.26,10.76,28.7716
21.03,3,1,4.0,1,1,4.74,1.41,0.4,105.47,76.5803
2.24,3,2,3.0,2,1,2.63,0.68,0.33,13.69,8.6709
8.65,2,1,3.0,2,2,2.12,0.62,0.26,33.37,16.1592
36.08,2,1,4.0,1,1,4.48,1.29,0.17,84.96,65.2064
33.29,2,1,3.0,3,1,4.48,1.1,0.19,52.09,50.996100000000006
2.33,1,1,2.0,1,2,4.67,1.38,0.33,105.78,43.0228
11.88,2,1,2.0,2,1,4.67,0.63,0.27,39.27,22.7573
12.32,2,1,3.0,1,1,3.8,1.15,0.31,6.37,19.9427
33.92,3,2,4.0,1,1,3.59,0.76,0.17,39.58,36.09780000000001
1.97,2,1,1.0,2,1,2.08,1.98,0.37,71.48,32.428200000000004
6.1,3,1,3.0,2,1,2.74,1.34,0.2,48.23,32.1352
40.2,1,1,3.0,3,1,3.38,1.53,0.2,66.51,78.18800000000002
9.75,2,2,1.0,2,1,3.89,0.99,0.3,105.81,45.2855
32.98,1,1,3.0,3,1,3.67,0.64,0.49,109.94,78.64779999999999
12.67,1,1,1.0,1,3,2.84,1.96,0.23,35.59,37.2489
5.87,3,2,4.0,1,1,2.84,0.93,0.34,58.15,28.0701
12.92,4,2,2.0,1,2,3.69,1.14,0.14,114.15,94.5643
36.39,1,1,4.0,1,1,2.26,1.47,0.34,114.15,94.5643
42.93,2,1,2.0,2,1,3.24,0.54,0.14,119.84,43.19980000000001
41.68,3,1,1.0,2,2,4.25,1.72,0.48,32.07,65.232
20.46,1,1,4.0,1,1,4.08,1.3,0.39,88.6,65.232
33.74,2,1,4.0,3,2,4.97,0.92,0.42,48.47,56.3682
11.04,3,2,2.0,3,1,2.83,0.59,0.38,5.93,11.596999999999998
15.36,2,1,1.0,1,1,3.49,0.74,0.34,6.06,16.9168
44.92,1,1,2.0,1,1,2.99,1.84,0.28,57.97,101.8744
1.64,2,1,3.0,1,1,3.32,1.53,0.44,61.16,32.739599999999996
5.19,3,1,4.0,1,2,4.57,0.87,0.48,7.6,12.7333
11.19,1,1,3.0,1,1,4.05,0.6,0.3,84.0,35.964
2.3,1,2,1.0,2,3,2.61,1.54,0.47,38.81,26.4327
9.89,3,1,2.0,1,3,2.61,1.36,0.33,69.39,38.95910000000001
29.57,3,1,3.0,1,1,4.62,1.11,0.32,39.61,50.117900000000006
21.65,3,1,3.0,3,1,2.18,1.05,0.18,24.22,31.6941
44.74,1,1,2.0,2,2,4.67,0.83,0.18,51.82,51.1318
41.05,4,1,2.0,3,3,2.99,1.5,0.1,31.71,67.736
17.75,2,1,4.0,1,1,3.54,1.96,0.2,66.5,51.03
13.71,2,1,3.0,1,1,3.54,0.76,0.3,27.87,22.3206
19.6,1,1,3.0,2,1,4.82,1.4,0.28,63.47,48.127500000000005
29.92,2,1,1.0,1,1,2.14,1.14,0.28,23.1,59.862199999999994
14.14,3,1,4.0,1,1,3.06,0.88,0.49,82.16,59.862199999999994
31.58,4,2,1.0,2,2,4.57,0.88,0.24,91.7,54.368399999999994
21.06,2,2,3.0,2,1,3.19,1.74,0.28,17.7,44.7904
28.05,2,1,1.0,2,1,2.6,1.23,0.15,58.8,45.9215
22.37,3,1,3.0,2,1,3.27,1.32,0.12,13.15,34.376400000000004
15.43,3,2,3.0,2,1,3.16,0.96,0.41,73.79,48.2267
47.47,2,2,1.0,1,1,4.75,0.63,0.33,35.41,52.9872
38.42,2,1,1.0,1,1,4.29,0.63,0.4,65.68,54.76660000000001
7.87,2,1,2.0,1,1,3.52,1.57,0.16,64.51,26.1975
43.55,2,1,2.0,1,1,4.97,0.79,0.33,111.3,55.3432
24.88,1,2,2.0,3,1,3.4,1.54,0.2,68.14,55.3432
44.83,2,2,3.0,2,3,2.17,1.09,0.19,72.04,64.7223
40.19,2,1,1.0,2,1,2.79,1.12,0.1,51.19,52.9218
21.84,3,1,4.0,1,1,3.31,1.2,0.15,114.14,46.639
2.1,1,2,3.0,1,1,4.84,1.05,0.22,94.38,25.4386
14.17,2,2,4.0,1,3,4.84,0.65,0.15,37.82,19.7235
27.54,2,2,1.0,1,1,4.3,0.96,0.49,102.08,80.7576
32.04,2,2,3.0,1,1,3.77,1.5,0.22,54.73,62.9006
13.64,1,1,4.0,2,2,3.77,1.5,0.15,100.3,39.275
7.83,2,1,4.0,2,1,4.16,0.93,0.18,99.63,29.3753
41.91,2,1,2.0,2,1,4.82,1.19,0.34,26.72,63.7777
49.24,2,1,2.0,2,1,4.64,0.79,0.13,85.63,54.67150000000001
26.76,2,1,2.0,3,1,3.55,0.82,0.44,38.42,42.398
9.41,3,2,3.0,1,1,4.32,0.53,0.48,39.21,28.1281
14.34,3,1,1.0,1,2,3.69,1.85,0.28,88.44,38.035
1.9,1,2,1.0,1,1,3.66,0.82,0.28,88.44,29.9812
45.8,3,1,2.0,2,2,2.38,0.84,0.11,31.43,10.4444
6.77,2,2,2.0,3,1,2.38,0.92,0.36,5.1,10.4444
14.43,1,1,2.0,1,2,3.59,0.69,0.27,87.25,47.33
14.43,1,1,4.0,3,1,2.81,1.46,0.21,24.69,29.062699999999996
28.15,2,1,2.0,3,1,2.06,0.61,0.18,17.02,22.2951
32.92,3,1,4.0,1,1,4.17,0.7,0.36,32.31,38.8456
11.11,3,2,1.0,1,3,2.1,1.47,0.27,48.69,76.48649999999999
11.11,3,2,3.0,2,1,3.79,1.01,0.17,59.73,25.1652
1.54,2,1,3.0,3,1,3.62,1.56,0.38,10.13,9.8718
7.71,2,1,3.0,1,1,4.91,0.88,0.33,116.62,53.726
45.1,1,1,3.0,2,1,2.19,0.88,0.44,87.35,81.572
43.82,2,1,4.0,1,1,2.19,1.48,0.15,42.17,73.3691
30.27,2,2,4.0,2,1,3.66,0.67,0.41,41.65,41.0174
30.43,1,2,2.0,2,1,4.52,1.3,0.37,56.58,65.0136
33.59,1,1,4.0,2,1,4.99,1.16,0.15,77.02,55.5074
9.59,2,2,2.0,3,1,3.29,0.9,0.38,21.83,20.2164
45.81,3,1,2.0,3,1,4.72,1.41,0.28,26.73,75.03649999999999
21.52,4,2,3.0,3,2,4.72,1.81,0.48,103.83,93.5096
19.77,4,1,4.0,1,1,2.57,2.0,0.16,34.47,47.6252
26.43,2,2,4.0,2,1,3.85,1.41,0.36,48.72,58.65549999999999
3.3,2,2,2.0,1,1,3.22,1.11,0.25,105.2,33.183
9.15,2,1,2.0,2,3,2.12,0.84,0.48,81.26,48.8108
37.16,3,2,1.0,2,3,3.04,0.89,0.23,44.3,46.301399999999994
5.06,1,1,1.0,2,1,2.8,1.22,0.48,83.63,49.11559999999999
13.02,2,1,2.0,2,1,4.06,1.05,0.46,7.26,39.4771
13.02,3,1,1.0,3,1,4.85,1.87,0.42,89.6,48.0134
20.08,2,2,1.0,1,1,2.8,1.05,0.42,98.52,49.5082
15.15,2,2,2.0,1,1,4.43,1.06,0.5,98.52,69.749
18.43,2,2,2.0,1,1,2.17,1.08,0.2,114.78,45.03040000000001
36.23,1,2,4.0,3,2,3.61,1.48,0.27,109.57,97.1094
15.56,2,1,2.0,3,2,2.21,1.48,0.22,109.57,59.2055
28.75,2,2,2.0,3,2,4.8,1.42,0.22,63.9,59.68299999999999
24.33,1,1,3.0,3,1,4.3,1.0,0.11,46.42,33.7362
46.9,1,1,4.0,3,1,3.97,1.73,0.19,58.48,73.0708
46.9,3,1,4.0,3,1,4.47,0.56,0.21,84.34,48.44540000000001
36.9,1,2,4.0,1,1,3.94,1.81,0.28,106.66,100.5938
11.53,2,2,3.0,1,2,4.91,1.27,0.17,110.59,24.4491
2.53,1,1,2.0,2,1,4.14,1.1,0.45,110.59,56.688500000000005
13.85,4,1,4.0,2,1,4.77,1.25,0.38,98.75,59.6075
30.16,1,2,4.0,2,1,3.55,1.5,0.13,117.57,42.4232
3.52,2,1,4.0,1,1,2.35,1.81,0.36,106.23,42.4232
25.32,3,2,4.0,2,2,3.58,1.81,0.36,37.19,62.7976
30.25,3,2,2.0,2,1,2.38,1.17,0.48,17.18,46.0189
17.38,1,1,2.0,1,2,3.78,1.01,0.1,17.91,23.1248
38.77,3,1,1.0,2,1,3.45,0.71,0.2,38.49,38.6747
6.22,2,2,4.0,2,1,3.87,1.16,0.47,75.63,46.6313
4.68,2,2,4.0,2,2,2.03,1.24,0.47,97.5,53.658199999999994
36.68,1,1,4.0,1,1,2.58,1.11,0.39,108.41,85.5747
25.28,1,2,3.0,2,3,3.47,1.52,0.14,76.73,73.3549
34.73,3,1,4.0,1,1,4.85,1.13,0.14,5.65,44.88589999999999
22.31,2,1,2.0,1,1,3.15,1.94,0.31,26.43,54.6247
13.07,3,2,2.0,2,1,3.27,1.4,0.19,16.47,24.6973
41.14,3,2,3.0,2,2,4.14,1.71,0.17,46.78,82.44200000000001
40.17,3,1,3.0,1,1,3.81,0.66,0.42,62.66,56.639399999999995
35.04,1,2,4.0,2,2,2.9,1.1,0.15,9.99,30.7837
14.34,2,1,1.0,2,1,3.23,1.01,0.29,45.07,30.7837
18.69,1,1,3.0,2,1,2.65,1.35,0.17,25.61,55.3348
18.69,3,1,3.0,2,1,4.9,1.79,0.17,79.41,51.8548
5.49,2,2,4.0,2,1,2.39,0.62,0.49,58.39,34.4049
45.95,4,1,4.0,2,1,3.12,0.61,0.17,61.96,62.12950000000001
7.7,1,1,3.0,1,2,2.08,1.78,0.17,54.18,33.1236
47.56,1,1,1.0,1,1,2.67,0.82,0.17,114.94,61.209
22.85,1,2,3.0,2,1,4.34,,0.23,29.69,45.44370000000001
